0.086504 0.171015 0.240002 0.295189 0.338301 0.371063 0.395200 0.412438 0.424500 0.433113 0.440000 0.446887 0.455500 0.467562 0.484800 0.508937 0.541699 0.584811 0.639998 0.708985 
